zams_mass_1,zams_mass_2,zams_separation_rsun,metallicity,delay_time_myr,mass_1,mass_2,stellar_type_1,stellar_type_2
31.0507,18.294,573.5464373383853,0.00021245782310305673,2224.0117,11.041,13.1796,14,14
31.0507,19.5487,297.17610144917955,0.0017233109056135083,67.6058,5.49926,7.708,14,14
31.0507,18.7122,1744.9031278125608,0.0003585464728475101,39.3004,15.0664,7.05696,14,14
29.5407,18.2021,2148.6687648359866,0.0017233109056135083,656.6594,9.87962,5.10663,14,14
37.9026,14.1483,137.94959949301636,0.0003585464728475101,24.0902,9.50929,4.39025,14,14
25.4374,16.7063,848.2517050438676,0.00021245782310305673,757.2741,8.89357,6.91038,14,14
59.3627,22.9242,179.5643398804409,0.008282888557850927,26.8126,6.23302,2.42977,14,14
72.4622,62.1946,69.74888183633679,0.0003585464728475101,5568.39936,24.1371,3.02913,14,14
34.306,18.3586,1778.179874677504,0.0010211532151708522,49.6729,11.2195,7.85209,14,14
48.6313,33.2193,678.93631345839,0.0017233109056135083,164.15538,12.6327,8.22586,14,14
25.4374,11.2279,648.5890135624917,0.0006050875007272942,279.5624,5.28323,5.05637,14,14
41.8762,17.8831,82.93199039850191,0.00021245782310305673,22.2043,13.188,4.9964,14,14
51.117,23.885,2497.8007409796005,0.0029082809839751293,7449.94383,10.9615,2.95816,14,14
25.4374,23.5542,3378.3128030383978,0.00012589254117941674,1874.9689,15.9917,4.38343,14,14
44.0167,31.8506,2801.6682748279277,0.0029082809839751293,1273.17661,7.57708,4.46156,14,14
25.4374,22.527,2404.5741550557455,0.0003585464728475101,124.84,13.3914,4.77327,14,14
34.306,11.8872,258.0042095661564,0.0006050875007272942,174.5102,8.85986,5.55694,14,14
51.117,21.1273,1015.1924591446516,0.0029082809839751293,18.52059,10.97,2.63869,14,14
32.6378,18.3475,238.6256710292548,0.0006050875007272942,36.1374,8.29419,10.7235,14,14
32.6378,14.8299,405.84472033505983,0.00021245782310305673,178.9667,10.5367,10.766,14,14
