zams_mass_1,zams_mass_2,zams_separation_rsun,metallicity,delay_time_myr,mass_1,mass_2,stellar_type_1,stellar_type_2
46.2665,29.11,738.0705027596866,0.0017233109056135083,388.68149,11.0506,6.33595,14,14
29.5407,14.6214,396.1962949270549,0.00012589254117941674,141.9047,9.60288,9.68834,14,14
46.2665,32.8533,1306.487949595523,0.0029082809839751293,131.24694,8.5707,5.26142,14,14
44.0167,31.8506,592.4350126570764,0.0017233109056135083,145.10386,9.6722,7.9042,14,14
32.6378,31.9782,701.1310755091903,0.00021245782310305673,29.27165,10.773,9.90156,14,14
39.8399,24.5347,184.87560923062733,0.0006050875007272942,26.91496,11.9638,10.7205,14,14
34.306,17.8964,172.40039651781314,0.00021245782310305673,28.7856,11.0719,11.8003,14,14
31.0507,19.5487,3815.6865916307775,0.0029082809839751293,26.9893,16.8141,2.52812,14,14
31.0507,13.6932,182.9857926147,0.00021245782310305673,52.1856,8.70703,8.88432,14,14
19.8256,15.9604,1002.8779144334858,0.00021245782310305673,32.2325,5.48184,4.02122,14,14
31.0507,25.4043,4941.074569708859,0.0010211532151708522,4320.97721,22.92,4.20069,14,14
37.9026,16.1916,217.81490656056195,0.0010211532151708522,66.4254,9.44,9.66547,14,14
39.8399,28.2938,43331.82661800386,0.0006050875007272942,56.76725,12.0716,5.08336,14,14
26.7376,16.1186,763.4024653107228,0.00021245782310305673,710.1512,9.0935,7.68321,14,14
32.6378,17.9078,297.0707395669749,0.0010211532151708522,120.6896,7.30688,9.40002,14,14
28.1042,22.9954,372.24969161319706,0.0017233109056135083,590.1066,4.76446,8.57482,14,14
23.0236,22.2492,622.7278823001297,0.0006050875007272942,63.02521,4.27848,3.98502,14,14
46.2665,32.8533,1631.1798879167116,0.0017233109056135083,5264.51549,11.0422,6.96328,14,14
196.382,25.2983,4475.464141525674,0.0003585464728475101,1292.16235,22.3285,4.93122,14,14
59.3627,22.9242,200.6403780545992,0.008282888557850927,1613.67646,6.23512,2.55042,14,14
28.1042,27.1582,1159.187249473143,0.00012589254117941674,63.41513,12.3966,6.32068,14,14
39.8399,20.2385,1857.985042039253,0.0029082809839751293,2589.5488,7.90993,6.57991,14,14
39.8399,34.7381,25638.849228714233,0.0006050875007272942,552.11503,12.062,9.32121,14,14
26.7376,19.7182,360.61337256823305,0.00012589254117941674,108.726,7.41767,12.7931,14,14
44.0167,22.3551,406.1530432888966,0.0017233109056135083,132.70044,9.66583,5.25536,14,14
29.5407,19.3956,235.38523259247913,0.0010211532151708522,45.6828,5.96158,9.03745,14,14
32.6378,13.0711,1088.121199079128,0.0017233109056135083,569.0973,6.49242,5.2766,14,14
34.306,14.6607,996.4282522301036,0.0017233109056135083,936.2976,7.04668,6.48963,14,14
23.0236,9.85804,206.16739953808968,0.0003585464728475101,34.835,4.10428,3.98209,14,14
25.4374,21.1574,231.56947993097214,0.0003585464728475101,32.4053,5.55562,11.3136,14,14
31.0507,16.621,167.26111341796465,0.0003585464728475101,32.22,8.01618,10.1638,14,14
46.2665,39.092,181.77135767673064,0.0010211532151708522,9167.21821,13.2991,18.4292,14,14
264.849,102.064,330.2395902793613,0.0029082809839751293,22.85603,38.6933,6.75668,14,14
31.0507,27.4955,249.8820577460825,0.0017233109056135083,33.54669,5.48207,11.1146,14,14
29.5407,27.7504,2850.743231993159,0.00021245782310305673,121.08885,20.9598,6.39255,14,14
41.8762,17.3186,349.88471771875726,0.0010211532151708522,1117.7913,10.7703,6.76638,14,14
34.306,13.7362,209.36865333690187,0.00021245782310305673,43.4214,11.0081,10.1272,14,14
29.5407,20.1913,236.6541608543819,0.0006050875007272942,41.7059,6.79292,11.0401,14,14
26.7376,21.5181,636.1146529057775,0.00021245782310305673,721.0944,9.44506,11.4133,14,14
23.0236,17.2927,1817.5891331646885,0.0006050875007272942,1765.7613,8.34698,4.33787,14,14
56.4761,24.0979,178.30964453218294,0.004908051271653857,1149.9769,9.46839,3.60221,14,14
28.1042,23.7522,2467.928788501736,0.0029082809839751293,1832.8399,10.3515,4.08688,14,14
28.1042,20.3463,992.9144741749495,0.00012589254117941674,1139.0687,12.734,9.17537,14,14
34.306,13.7362,292.083071972733,0.0006050875007272942,291.4388,9.14641,8.98805,14,14
29.5407,13.0301,2068.0964025863345,0.00021245782310305673,28.9835,13.2303,5.69891,14,14
32.6378,12.6314,286.3516557078094,0.0003585464728475101,135.2316,9.15695,7.77319,14,14
29.5407,20.5892,2726.6412107524584,0.0029082809839751293,1583.0293,11.2546,3.51973,14,14
39.8399,28.8309,4720.410999793174,0.0017233109056135083,340.54106,9.59046,6.36941,14,14
26.7376,21.878,1386.7516176094055,0.00021245782310305673,884.3524,12.4138,8.21379,14,14
31.0507,30.8415,1203.8036473956342,0.0017233109056135083,31.63857,5.87735,5.47517,14,14
36.0595,35.3306,1576.2295359977957,0.00012589254117941674,23.19878,13.7514,12.469,14,14
31.0507,25.4043,2033.4631129295158,0.0017233109056135083,145.2262,11.7445,7.31932,14,14
32.6378,21.8651,218.36208595104,0.0017233109056135083,46.5167,5.86856,8.33597,14,14
46.2665,30.3578,2014.9221325289461,0.0017233109056135083,10828.74685,11.0412,5.65638,14,14
32.6378,24.5033,2848.2531115353895,0.0006050875007272942,159.3089,12.3296,8.8369,14,14
44.0167,25.3224,368.82740928182596,0.0017233109056135083,121.1603,9.67251,6.92835,14,14
23.0236,13.5754,1010.415704936134,0.0010211532151708522,11444.0828,5.37126,4.5253,14,14
23.0236,20.3905,1492.1578374149744,0.0029082809839751293,1780.2425,6.08912,3.61117,14,14
28.1042,13.9129,1842.797097546093,0.0003585464728475101,968.9229,11.2911,5.30114,14,14
65.5862,53.6394,551.6754735720882,0.008282888557850927,20.55698,7.42718,7.44373,14,14
23.0236,11.0972,790.5941365471717,0.00021245782310305673,34.2396,5.93127,3.97728,14,14
41.8762,24.0931,59803.63381166158,0.0006050875007272942,3330.76331,13.3382,4.43639,14,14
29.5407,18.5999,6536.602137685968,0.00021245782310305673,902.8336,23.5736,2.68094,14,14
32.6378,16.5887,151.30136484254575,0.00012589254117941674,29.5219,9.90633,12.1314,14,14
37.9026,27.4302,2134.9084290421165,0.0003585464728475101,337.95415,12.5231,6.90887,14,14
29.5407,13.0301,2310.835904348717,0.0010211532151708522,881.9142,10.7734,4.0488,14,14
264.849,123.53,193.22735069897328,0.0017233109056135083,2613.59244,45.206,4.42614,14,14
23.0236,16.0536,218.37855210097848,0.0003585464728475101,190.6718,4.29218,7.58511,14,14
39.8399,25.0717,106.43655049567252,0.0003585464728475101,3978.35177,11.6375,16.6708,14,14
23.0236,21.6296,1880.5563753428355,0.00021245782310305673,931.79767,9.72763,3.48666,14,14
28.1042,19.5894,260.7679086680148,0.0003585464728475101,50.6551,6.85763,11.2975,14,14
36.0595,14.4352,1569.229374181355,0.0003585464728475101,32.9303,13.857,12.3874,14,14
39.8399,30.4419,577.5241279259172,0.0006050875007272942,43.54102,12.0839,10.1183,14,14
39.8399,22.3866,1079.2884893859457,0.0006050875007272942,5731.57951,12.0579,4.37336,14,14
37.9026,12.6157,806.4273478080154,0.0006050875007272942,130.1292,11.8655,5.48481,14,14
25.4374,18.7607,354.674294211766,0.0003585464728475101,35.5735,6.44535,9.34247,14,14
31.0507,30.8415,5094.863789939551,0.00012589254117941674,4036.0959,27.5706,8.95213,14,14
28.1042,11.6423,929.4914182923703,0.0003585464728475101,10227.9399,8.31429,6.3132,14,14
26.7376,15.7586,1849.774808138396,0.0003585464728475101,3493.6808,10.958,5.41309,14,14
34.306,19.2831,2495.1155183722562,0.0029082809839751293,406.9113,7.97445,4.52948,14,14
39.8399,17.0163,1307.5797158853022,0.0029082809839751293,536.2719,6.93565,6.04289,14,14
44.0167,33.631,1620.9999313955016,0.0029082809839751293,5731.37795,7.63679,5.8389,14,14
26.7376,18.2784,204.87690184313473,0.0003585464728475101,102.6392,6.0241,10.0293,14,14
28.1042,9.37168,215.35392069604248,0.00021245782310305673,856.3296,6.34481,2.3408,14,14
24.2005,22.0835,1220.9162098224563,0.0029082809839751293,1622.6342,5.36468,4.81296,14,14
26.7376,25.8377,3864.7211161519053,0.00012589254117941674,6672.19798,18.3125,5.28981,14,14
48.6313,32.5635,485.3666248398121,0.0017233109056135083,85.67672,12.6337,8.10639,14,14
36.0595,23.668,15274.28488337055,0.004908051271653857,2423.65855,13.5018,2.27746,14,14
102.721,25.7552,166.84807897150642,0.008282888557850927,29.74055,7.92593,3.14069,14,14
28.1042,11.2639,341.25314681474634,0.00012589254117941674,823.8188,7.0384,6.11193,14,14
20.8389,19.2975,1624.2351296988336,0.0010211532151708522,651.8087,6.80677,4.00277,14,14
44.0167,22.3551,107.22874382104979,0.0017233109056135083,18.97022,9.61863,7.07061,14,14
23.0236,9.54826,399.9812128152045,0.0006050875007272942,36.1102,4.18553,3.45977,14,14
34.306,31.3014,879.8323923187285,0.00012589254117941674,23.34231,13.2938,9.1492,14,14
32.6378,13.9505,61.134013799765775,0.0003585464728475101,37.5965,5.8103,2.14643,14,14
29.5407,29.3418,1322.9323761402027,0.0006050875007272942,151.64137,7.06379,6.60941,14,14
29.5407,15.815,205.39095869830945,0.00012589254117941674,58.6386,7.87588,10.6119,14,14
24.2005,17.8497,3210.568989632405,0.0006050875007272942,7229.8115,13.0968,2.46673,14,14
48.6313,24.6936,585.7419574192747,0.004908051271653857,19.74829,6.81366,2.76276,14,14
59.3627,38.1403,1253.5791111297099,0.0006050875007272942,16.22803,20.0751,12.3489,14,14
160.88,81.5765,230.38576421953258,0.00012589254117941674,4071.79223,14.546,36.3647,14,14
23.0236,10.4776,878.0094867850355,0.0029082809839751293,62.4555,3.09849,2.95026,14,14
28.1042,13.5345,1837.2484180558124,0.0003585464728475101,225.1627,11.159,4.75127,14,14
17.9443,11.0718,344.4346625733854,0.0010211532151708522,2545.519,2.52358,3.52785,14,14
36.0595,16.3789,375.4726638112904,0.0010211532151708522,308.9508,8.96727,9.58765,14,14
25.4374,17.7335,2077.768747110123,0.0029082809839751293,10631.6828,7.41321,3.43119,14,14
46.2665,19.1281,361.6965923220978,0.0029082809839751293,1479.1379,8.57066,3.26182,14,14
21.9041,17.0423,739.4431294880181,0.00012589254117941674,231.4605,6.62797,5.31496,14,14
39.8399,30.979,213.25005502270398,0.0003585464728475101,19.86514,13.6086,15.4982,14,14
32.6378,22.3048,7632.781541339029,0.0029082809839751293,924.62014,18.4067,2.50056,14,14
113.49,63.6902,259.08752332904857,0.008282888557850927,11.40742,7.98055,7.86005,14,14
32.6378,16.149,168.55522306482342,0.00012589254117941674,30.265,9.9931,11.7021,14,14
29.5407,16.6107,501.97736480992916,0.0017233109056135083,91.5828,5.20267,6.28532,14,14
39.8399,20.7755,6317.002980302364,0.0017233109056135083,31.1844,9.57438,3.306,14,14
21.9041,16.7477,660.0969835842736,0.0006050875007272942,29.6408,5.59614,5.04427,14,14
29.5407,27.3526,4953.828636273407,0.0010211532151708522,1445.33314,20.3908,4.88424,14,14
65.5862,29.7458,328.4835889843923,0.0029082809839751293,424.55362,16.6194,4.86827,14,14
25.4374,10.8855,190.73520877766694,0.00021245782310305673,133.7338,5.21308,5.39847,14,14
39.8399,36.3492,827.653942416707,0.0010211532151708522,57.14089,10.5724,9.9823,14,14
25.4374,25.2662,1406.3272639863064,0.0003585464728475101,264.80642,4.33642,5.33895,14,14
36.0595,35.8165,1972.4109004217275,0.00021245782310305673,118.36129,13.406,12.7179,14,14
31.0507,23.7312,7625.332641268075,0.00021245782310305673,1312.76393,27.0653,3.82832,14,14
39.8399,15.9423,745.9614534034671,0.0029082809839751293,376.374,6.4088,5.08563,14,14
29.5407,11.4387,247.90729547326458,0.0010211532151708522,256.2363,5.7097,4.97326,14,14
48.6313,37.8101,3653.4357505103385,0.0029082809839751293,1176.36127,9.69704,5.71445,14,14
31.0507,17.4575,293.0244178820937,0.0017233109056135083,140.9606,5.44988,7.08189,14,14
36.0595,14.4352,212.87237037800222,0.0003585464728475101,33.3109,11.2236,10.2031,14,14
25.4374,19.4455,356.496674619214,0.0010211532151708522,806.4862,4.68064,8.23007,14,14
31.0507,16.2027,259.9631534765653,0.00021245782310305673,137.8198,9.16427,11.2202,14,14
44.0167,29.4767,731.8722931805692,0.0029082809839751293,179.80697,7.57721,5.09338,14,14
44.0167,31.2571,824.3262324289085,0.0017233109056135083,927.31869,9.6695,7.8675,14,14
26.7376,20.0782,2978.002284483542,0.0006050875007272942,429.23,16.8495,2.6297,14,14
29.5407,11.8365,387.6866715385157,0.0006050875007272942,1142.4477,6.7973,6.05611,14,14
39.8399,15.4052,382.0554809772866,0.0029082809839751293,126.6391,6.19051,3.27602,14,14
28.1042,27.915,932.6660211258425,0.0003585464728475101,34.29276,6.79209,6.37551,14,14
32.6378,32.4179,2131.885845824117,0.00012589254117941674,211.70681,7.9316,10.1999,14,14
39.8399,20.2385,115.901318830258,0.0017233109056135083,528.8003,7.41792,6.3348,14,14
29.5407,14.2236,2605.9677917344598,0.0017233109056135083,437.2619,11.9965,2.84061,14,14
28.1042,11.6423,306.382121055869,0.00012589254117941674,67.1061,7.00914,6.40152,14,14
37.9026,23.8543,1202.9258121575838,0.0003585464728475101,3294.04464,12.5135,6.43491,14,14
31.0507,15.7845,259.19397498589177,0.00012589254117941674,43.0915,9.1189,10.8395,14,14
26.7376,11.079,1779.2200121544154,0.00021245782310305673,237.4948,9.66122,3.57834,14,14
31.0507,19.1305,265.22499904765743,0.0017233109056135083,307.9667,5.43685,7.72847,14,14
34.306,16.5096,297.59875588002507,0.00021245782310305673,214.7922,11.5555,13.1016,14,14
29.5407,10.2451,929.7976673104869,0.0006050875007272942,33.1076,7.03535,3.15205,14,14
25.4374,22.1846,1232.5695704949296,0.0003585464728475101,314.0702,10.8396,7.16257,14,14
25.4374,15.3367,1170.4073112694255,0.0003585464728475101,63.5567,9.15371,4.77324,14,14
31.0507,18.294,998.9856693294987,0.0003585464728475101,82.2464,11.1404,10.4149,14,14
72.4622,57.3053,68.89427471741864,0.00012589254117941674,13.0188,28.1298,8.54769,14,14
53.7298,53.3674,476.381131893983,0.0010211532151708522,14.39479,17.1071,16.9911,14,14
51.117,19.7484,87.78055771164904,0.0010211532151708522,20.6974,15.4439,3.89414,14,14
28.1042,12.7776,839.6994275454091,0.0017233109056135083,81.4596,4.96862,4.62749,14,14
32.6378,31.9782,2376.7319184049434,0.0017233109056135083,300.40835,7.20486,5.79766,14,14
34.306,16.5096,1259.52826360663,0.0006050875007272942,101.9021,10.9887,9.45015,14,14
28.1042,10.507,217.50701555240943,0.00021245782310305673,1299.0311,6.68903,4.37903,14,14
186.832,31.6426,26296.6987098489,0.00012589254117941674,5179.03619,20.5337,9.59349,14,14
29.5407,15.815,1890.366966153225,0.0003585464728475101,5585.6689,13.0905,6.71337,14,14
29.5407,18.5999,292.282350760725,0.00012589254117941674,81.0083,8.17697,13.0405,14,14
39.8399,27.7568,992.9385045117089,0.0010211532151708522,2260.40466,10.2459,6.75791,14,14
37.9026,23.3435,441.82808374474746,0.0003585464728475101,29.62416,12.5003,12.709,14,14
37.9026,36.6255,918.0274936928438,0.00021245782310305673,44.67326,13.6393,12.8395,14,14
36.0595,14.9211,371.9605038016715,0.0003585464728475101,458.3303,11.7709,11.5768,14,14
31.0507,30.005,2087.26488277114,0.00021245782310305673,136.86851,20.6516,7.80906,14,14
34.306,16.0474,265.5280315403387,0.0006050875007272942,47.1807,9.19806,9.7723,14,14
39.8399,32.59,6703.311250649833,0.0006050875007272942,38.29279,12.0718,7.30789,14,14
29.5407,18.2021,1540.1882014601679,0.0003585464728475101,57.768,13.218,7.07008,14,14
32.6378,13.5108,132.52481491465255,0.00021245782310305673,45.5612,9.27512,9.51402,14,14
28.1042,27.1582,3929.4715996802242,0.0010211532151708522,101.67243,18.1163,5.04338,14,14
26.7376,12.5189,1291.3500686442494,0.00021245782310305673,1841.9555,9.72587,4.85507,14,14
39.8399,13.2571,587.7307453484044,0.0017233109056135083,3012.4072,8.682,6.79457,14,14
41.8762,28.6095,2446.6237149469484,0.0006050875007272942,20.26479,13.3427,21.1473,14,14
23.0236,21.3199,964.0267318875452,0.0006050875007272942,2002.96644,7.32146,3.59465,14,14
31.0507,14.948,321.6712948243141,0.00012589254117941674,259.3566,9.22632,10.7543,14,14
29.5407,28.944,1647.9799329684727,0.0003585464728475101,60.68071,12.4814,6.99512,14,14
28.1042,16.9404,445.6285271733951,0.00012589254117941674,328.3258,8.45884,11.0547,14,14
28.1042,26.4013,1609.7234578988769,0.00021245782310305673,35.78084,15.188,5.46303,14,14
34.306,22.0565,1456.8121243564317,0.0017233109056135083,702.9772,8.8352,8.43681,14,14
44.0167,32.444,1034.5701504105368,0.0010211532151708522,1003.66232,11.6798,8.84285,14,14
29.5407,23.3741,6037.296098702433,0.0003585464728475101,53.18668,22.8196,3.45507,14,14
145.614,107.269,149.88532890627673,0.0017233109056135083,72.3095,35.8488,7.117,14,14
24.2005,19.4781,441.0775731364334,0.00021245782310305673,243.6724,6.00319,10.8531,14,14
36.0595,13.9493,264.92091934404664,0.0006050875007272942,44.1766,10.1034,9.16281,14,14
34.306,18.3586,193.20232850513327,0.00012589254117941674,26.5474,11.6129,13.12,14,14
31.0507,16.621,325.5247402555496,0.0029082809839751293,152.1267,4.15537,5.0061,14,14
44.0167,22.9485,989.8367579070508,0.0029082809839751293,9251.28432,7.57051,3.50151,14,14
34.306,14.1984,570.2721039560091,0.00021245782310305673,10336.1587,11.9752,11.5088,14,14
59.3627,25.3267,202.57435074856713,0.004908051271653857,6733.41855,10.5767,3.97297,14,14
31.0507,20.3852,1264.632521272564,0.0017233109056135083,183.5926,7.3412,6.9547,14,14
36.0595,35.8165,2462.6052932707876,0.00012589254117941674,564.12237,13.7526,13.3455,14,14
46.2665,33.4771,198.55159626428565,0.0017233109056135083,10887.69718,11.0347,15.0573,14,14
29.5407,11.4387,1049.217550608883,0.00012589254117941674,3940.0055,10.5336,6.9986,14,14
39.8399,17.5533,102.15747881843127,0.0003585464728475101,22.6812,10.7002,4.2111,14,14
41.8762,13.9313,1162.9861357177542,0.0029082809839751293,22.2409,6.91518,4.75606,14,14
24.2005,18.8267,314.5899296711449,0.0010211532151708522,198.7248,4.26335,7.47529,14,14
25.4374,12.5975,470.63396600011356,0.00012589254117941674,145.0056,6.53077,6.32464,14,14
46.2665,29.11,824.7009525925846,0.004908051271653857,2033.37413,6.10663,3.4994,14,14
31.0507,13.2749,355.0150144274384,0.00021245782310305673,57.3704,9.26881,8.74859,14,14
44.0167,33.631,427.9615105924071,0.0010211532151708522,22.81537,11.6999,10.651,14,14
26.7376,12.5189,741.4004812107428,0.00012589254117941674,239.9971,8.05848,6.52977,14,14
186.832,92.2043,3870.3812179178335,0.00012589254117941674,428.65467,19.7377,36.5891,14,14
32.6378,17.4681,237.24575955789638,0.0010211532151708522,61.5363,7.16341,8.8472,14,14
29.5407,11.4387,1635.5279077823006,0.00021245782310305673,2413.6644,11.6113,4.537,14,14
44.0167,37.1918,3578.173319646195,0.0010211532151708522,250.62785,11.6792,9.45067,14,14
39.8399,23.4606,499.14622001279787,0.0006050875007272942,18.00224,12.0496,6.13803,14,14
53.7298,25.1031,101.62995843795363,0.004908051271653857,12183.51446,8.48715,5.09592,14,14
206.419,34.9512,10012.54866826553,0.0006050875007272942,62.99097,19.5512,8.31419,14,14
25.4374,19.7879,286.25906219008726,0.0010211532151708522,151.3596,4.59947,8.32906,14,14
32.6378,17.4681,265.0922704545682,0.0003585464728475101,46.4302,9.35172,11.4684,14,14
